Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-10-29,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-29,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-29,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,2022-10-30,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-10-30,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-30,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-10-30,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Nature's Garden Trail Mix - Cranberry Healthy,Food,2022-10-30,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-30,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-30,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-10-30,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-10-31,Credit,2.5,1,2.5
Earle Asphalt,Earle Asphalt x1371,Simply Protein - Lemon Coconut,Food,2022-10-31,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-31,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-31,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Sea Salt,Food,2022-10-31,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-31,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-10-31,Credit,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-10-31,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-31,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-31,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Ritz Bits Peanut Butter,Food,2022-10-31,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Barbeque,Food,2022-10-31,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-10-31,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-10-31,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-10-31,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-31,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-31,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-31,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Original,Food,2022-10-31,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-01,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-01,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-01,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-11-01,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-01,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Spicy Queso,Food,2022-11-01,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Mini Chips Ahoy,Food,2022-11-01,Cash,4.0,1,4.0
EB Public Library,EB Public Library x1380,Pringles - Sour Cream & Onion,Food,2022-11-01,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-01,Cash,4.0,1,4.0
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,2022-11-01,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-01,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-01,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-01,Cash,4.0,1,4.0
GuttenPlans,GuttenPlans x1367,Cheetos Puffs,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Puffs,Food,2022-11-01,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Mini Chips Ahoy,Food,2022-11-01,Credit,4.0,1,4.0
EB Public Library,EB Public Library x1380,Simply Protein - Dark Chocolate Sea Salt,Food,2022-11-01,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-11-01,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Goldfish Baked - Cheddar,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-01,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-11-02,Credit,2.5,1,6.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-02,Credit,3.5,1,6.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-11-02,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,2022-11-02,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Spicy Queso,Food,2022-11-02,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-11-02,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,2022-11-02,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-02,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Raspberry,Non Carbonated,2022-11-02,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-02,Cash,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Tea - Raspberry,Non Carbonated,2022-11-02,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-11-02,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Pop Corners - White Cheddar,Food,2022-11-02,Credit,1.5,1,3.0
Earle Asphalt,Earle Asphalt x1371,CheezIt - White Cheddar,Food,2022-11-02,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-02,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-02,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,2022-11-02,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-11-02,Credit,1.5,2,4.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-02,Credit,1.5,1,4.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-02,Credit,4.0,1,4.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-02,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-02,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-11-03,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-03,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-03,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-03,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Simply Protein - Lemon Coconut,Food,2022-11-03,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-11-03,Cash,1.25,1,1.25
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-11-03,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Lays - Classic,Food,2022-11-03,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-03,Credit,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - White Cheddar,Food,2022-11-03,Credit,1.5,1,3.0
Earle Asphalt,Earle Asphalt x1371,Takis FUGEO mini,Food,2022-11-03,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-11-03,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-11-03,Credit,2.75,1,2.75
EB Public Library,EB Public Library x1380,Pringles - Sour Cream & Onion,Food,2022-11-03,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-03,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-11-03,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-03,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-11-03,Cash,2.75,1,2.75
Earle Asphalt,Earle Asphalt x1371,Lays - Classic,Food,2022-11-03,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-03,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,2022-11-03,Credit,1.5,2,3.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-03,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sea Salt,Food,2022-11-03,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sea Salt,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-03,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-11-04,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-04,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-04,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-11-04,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-04,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-11-04,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-04,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,2022-11-04,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-04,Credit,4.0,1,4.0
Earle Asphalt,Earle Asphalt x1371,Fritos - Original,Food,2022-11-04,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-04,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-04,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-04,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Mini Chips Ahoy,Food,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-11-04,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-11-04,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-05,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-11-05,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-05,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Food,2022-11-05,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,2022-11-05,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-11-05,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Mini Chips Ahoy,Food,2022-11-05,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,2022-11-05,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-05,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-05,Credit,1.5,1,7.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-11-05,Credit,2.75,2,7.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-11-05,Credit,1.25,1,1.25
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - White Cheddar,Food,2022-11-05,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Cheddar Sour Cream and Onion,Food,2022-11-05,Credit,1.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,2022-11-05,Credit,2.0,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Nature's Garden Trail Mix - Omega 3,Food,2022-11-05,Cash,1.0,1,1.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-11-05,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-06,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,2022-11-06,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Wonderful Pistachios - Variety,Food,2022-11-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-06,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-11-06,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-06,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Mini Chips Ahoy,Food,2022-11-06,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-11-06,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Simply Protein - Dark Chocolate Sea Salt,Food,2022-11-06,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-06,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,2022-11-06,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-11-06,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-11-06,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-06,Cash,4.0,1,4.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-11-06,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-11-06,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-07,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-11-07,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Lays - Classic,Food,2022-11-07,Cash,2.5,1,2.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-11-07,Credit,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Pop Corners - White Cheddar,Food,2022-11-07,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Hersheys Milk Chocolate,Food,2022-11-07,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-07,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-11-07,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-11-07,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-11-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-11-07,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-07,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-07,Credit,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-11-07,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,2022-11-07,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Keep Healthy - Sea Salt Brownie,Food,2022-11-07,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-11-07,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,2022-11-07,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-11-07,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-11-07,Cash,4.0,1,4.0
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Spicy Queso,Food,2022-11-07,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-11-07,Cash,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Hersheys Milk Chocolate,Food,2022-11-07,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water  Lime,Carbonated,2022-11-07,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,2022-11-07,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-07,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-11-07,Cash,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-11-07,Cash,1.5,1,1.5
