Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-22,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-22,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-22,Credit,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-22,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-23,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-23,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Simply Protein - Dark Chocolate Sea Salt,Food,2022-10-23,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Goldfish Baked - Cheddar,Food,2022-10-23,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Goldfish Baked - Cheddar,Food,2022-10-23,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,2022-10-23,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Tea - Raspberry,Non Carbonated,2022-10-23,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-10-23,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-23,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-23,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-10-23,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,2022-10-23,Credit,2.5,1,2.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-23,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,2022-10-23,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-23,Cash,1.25,1,1.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Goldfish Baked - Cheddar,Food,2022-10-23,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-23,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-23,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-23,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-23,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-24,Credit,1.5,1,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-24,Credit,1.5,1,3.0
Earle Asphalt,Earle Asphalt x1371,Simply Protein - Lemon Coconut,Food,2022-10-24,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-24,Credit,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,Newtons Fig Bar,Food,2022-10-24,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-24,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Barbeque,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-24,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-24,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-24,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-24,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-24,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-10-24,Credit,1.5,1,3.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-24,Credit,2.0,1,3.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-24,Cash,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-10-24,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-24,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-24,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,2022-10-24,Credit,1.5,1,4.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,2022-10-24,Credit,1.5,2,4.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-10-24,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-24,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-10-24,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-24,Cash,1.25,1,1.25
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,2022-10-25,Credit,2.5,1,5.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-25,Credit,1.5,1,5.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-25,Credit,1.5,1,5.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-25,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-25,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-25,Credit,1.5,2,3.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-25,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Simply Protein - Lemon Coconut,Food,2022-10-25,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-25,Credit,2.0,1,4.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-10-25,Cash,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Sea Salt,Food,2022-10-25,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-10-25,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-25,Credit,1.5,1,3.0
GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Raspberry Lemonade,Food,2022-10-25,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-10-25,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-25,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-25,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,2022-10-25,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-25,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Mini Chips Ahoy,Food,2022-10-25,Cash,4.0,1,4.0
EB Public Library,EB Public Library x1380,Pringles - Original,Food,2022-10-25,Cash,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,Fritos - Original,Food,2022-10-25,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Mini Chips Ahoy,Food,2022-10-25,Cash,4.0,1,4.0
EB Public Library,EB Public Library x1380,Mini Chips Ahoy,Food,2022-10-25,Credit,4.0,1,4.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-10-25,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-25,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-25,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-25,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,2022-10-25,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,2022-10-25,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,2022-10-25,Credit,5.0,1,5.0
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-10-25,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-25,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,2022-10-25,Credit,5.0,1,5.0
EB Public Library,EB Public Library x1380,Pringles - Original,Food,2022-10-25,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,2022-10-25,Credit,5.0,1,5.0
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,2022-10-25,Credit,5.0,1,5.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-25,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-10-25,Credit,1.25,1,1.25
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-10-25,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-10-25,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-26,Credit,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-26,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-26,Cash,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-10-26,Credit,1.5,1,5.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Iberia Coconut Water,Non Carbonated,2022-10-26,Credit,2.0,1,5.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Spicy Queso,Food,2022-10-26,Credit,1.5,1,5.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - French Onion,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,2022-10-26,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-26,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,2022-10-26,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-26,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-26,Credit,1.5,1,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-26,Credit,1.5,1,3.0
EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,2022-10-26,Credit,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-26,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-26,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-26,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Sea Salt,Food,2022-10-26,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-26,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2022-10-26,Credit,2.75,1,2.75
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2022-10-26,Credit,2.75,1,2.75
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-26,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-26,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-26,Credit,3.5,1,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,2022-10-26,Credit,1.5,1,4.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,2022-10-26,Credit,1.5,2,4.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-26,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,2022-10-26,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-26,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-10-26,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,2022-10-27,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-10-27,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-10-27,Credit,2.0,2,4.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2022-10-27,Credit,2.75,1,2.75
EB Public Library,EB Public Library x1380,Simply Protein - Lemon Coconut,Food,2022-10-27,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Sea Salt,Food,2022-10-27,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,2022-10-27,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Goldfish Baked - Cheddar,Food,2022-10-27,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-27,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-27,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-27,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Iberia Coconut Water,Non Carbonated,2022-10-27,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2022-10-27,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-27,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,2022-10-27,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-27,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,2022-10-27,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Simply Protein - Lemon Coconut,Food,2022-10-27,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,2022-10-27,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-28,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-28,Cash,3.5,1,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-10-28,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,2022-10-28,Credit,3.5,1,3.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Sea Salt,Food,2022-10-28,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Lindens - Chocolate Chippers,Food,2022-10-28,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,2022-10-28,Credit,1.5,1,1.5
Earle Asphalt,Earle Asphalt x1371,Popchips Potato - Barbeque,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-10-28,Cash,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,Fritos - Original,Food,2022-10-28,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-10-28,Credit,1.5,1,5.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-10-28,Credit,3.5,1,5.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-28,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water  Lime,Carbonated,2022-10-28,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-28,Credit,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - French Onion,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-28,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-29,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-29,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,2022-10-29,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-29,Cash,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-29,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-10-29,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Goldfish Baked - Cheddar,Food,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Goldfish Baked - Cheddar,Food,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - White Cheddar,Food,2022-10-29,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-10-29,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,2022-10-29,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2022-10-29,Credit,2.0,1,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,2022-10-29,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Zambia Bingcherry,Non Carbonated,2022-10-29,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Original,Food,2022-10-29,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,2022-10-29,Cash,1.5,1,1.5
